@code,コードが示す地域等,@name,eng,areacode,vi,cha,areaCode2
1221700,千葉県柏市,柏市,Kashiwa City,12,thành phố Kashiwa,柏市,120010
1221800,千葉県勝浦市,勝浦市,Katsuura City,12,thành phố Katsuura,胜浦市,120030
1221900,千葉県市原市,市原市,Ichihara City,12,thành phố Ichihara,市原市,120010
1222000,千葉県流山市,流山市,Nagareyama City,12,thành phố Nagareyama,流山市,120010
1222100,千葉県八千代市,八千代市,Yachiyo City,12,thành phố Yachiyo,八千代市,120010
1222200,千葉県我孫子市,我孫子市,Abiko City,12,thành phố Abiko,我孙子市,120010
1222300,千葉県鴨川市,鴨川市,Kamogawa City,12,thành phố Kamogawa,鸭川市,120030
1222400,千葉県鎌ケ谷市,鎌ケ谷市,Kamagaya City,12,thành phố Kamagaya,镰谷市,120010
1222500,千葉県君津市,君津市,Kimitsu City,12,thành phố Kimitsu,君津市,120030
1222600,千葉県富津市,富津市,Futtsu City,12,thành phố Futtsu,富津市,120030
1222700,千葉県浦安市,浦安市,Urayasu City,12,thành phố Urayasu,浦安市,120010
1222800,千葉県四街道市,四街道市,Yotsukaido City,12,thành phố Yotsukaido,四街道市,120010
1222900,千葉県袖ケ浦市,袖ケ浦市,Sodegaura City,12,thành phố Sodegaura,袖浦市,120030
1223000,千葉県八街市,八街市,Yachimata City,12,thành phố Yachimata,八街市,120010
1223100,千葉県印西市,印西市,Inzai City,12,thành phố Inzai,印西市,120010
1223200,千葉県白井市,白井市,Shiroi City,12,thành phố Shiroi,白井市,120010
1223300,千葉県富里市,富里市,Tomisato City,12,thành phố Tomisato,富里市,120010
1223400,千葉県南房総市,南房総市,Minamiboso City,12,thành phố Minamiboso,南房总市,120030
1223500,千葉県匝瑳市,匝瑳市,Sosa City,12,thành phố Sosa,匝瑳市,120020
1223600,千葉県香取市,香取市,Katori City,12,thành phố Katori,香取市,120020
1223700,千葉県山武市,山武市,Sammu City,12,thành phố Sammu,山武市,120020
1223800,千葉県いすみ市,いすみ市,Isumi City,12,thành phố Isumi,夷隅市,120030
1223900,千葉県大網白里市,大網白里市,Oamishirasato City,12,thành phố Oamishirasato,大网白里市,120020
1232200,千葉県酒々井町,酒々井町,Shisui Town,12,thị trấn Shisui,酒酒井町,120010
1232900,千葉県栄町,栄町,Sakae Town,12,thị trấn Sakae,荣町,120010
1234200,千葉県神崎町,神崎町,Kozaki Town,12,thị trấn Kozaki,神崎町,120020
1234700,千葉県多古町,多古町,Tako Town,12,thị trấn Tako,多古町,120020
1234900,千葉県東庄町,東庄町,Tohnosho Town,12,thị trấn Tohnosho,东庄町,120020
1240300,千葉県九十九里町,九十九里町,Kujukuri Town,12,thị trấn Kujukuri,九十九里町,120020
1240900,千葉県芝山町,芝山町,Shibayama Town,12,thị trấn Shibayama,芝山町,120020
1241000,千葉県横芝光町,横芝光町,Yokoshibahikari Town,12,thị trấn Yokoshibahikari,横芝光町,120020
1242100,千葉県一宮町,一宮町,Ichinomiya Town,12,thị trấn Ichinomiya,一宫町,120020
1242200,千葉県睦沢町,睦沢町,Mutsuzawa Town,12,thị trấn Mutsuzawa,睦泽町,120020
1242300,千葉県長生村,長生村,Chosei Village,12,làng Chosei,长生村,120020
1242400,千葉県白子町,白子町,Shirako Town,12,thị trấn Shirako,白子町,120020
1242600,千葉県長柄町,長柄町,Nagara Town,12,thị trấn Nagara,长柄町,120020
1242700,千葉県長南町,長南町,Chonan Town,12,thị trấn Chonan,长南町,120020
1244100,千葉県大多喜町,大多喜町,Otaki Town,12,thị trấn Otaki,大多喜町,120030
1244300,千葉県御宿町,御宿町,Onjuku Town,12,thị trấn Onjuku,御宿町,120030
1246300,千葉県鋸南町,鋸南町,Kyonan Town,12,thị trấn Kyonan,锯南町,120030
1310100,東京都千代田区,千代田区,Chiyoda City,13,thành phố Chiyoda,千代田区,130010
1310200,東京都中央区,中央区,Chuo City,13,thành phố Chuo,中央区,130010
1310300,東京都港区,港区,Minato City,13,thành phố Minato,港区,130010
1310400,東京都新宿区,新宿区,Shinjuku City,13,thành phố Shinjuku,新宿区,130010
1310500,東京都文京区,文京区,Bunkyo City,13,thành phố Bunkyo,文京区,130010
1310600,東京都台東区,台東区,Taito City,13,thành phố Taito,台东区,130010
1310700,東京都墨田区,墨田区,Sumida City,13,thành phố Sumida,墨田区,130010
1310800,東京都江東区,江東区,Koto City,13,thành phố Koto,江东区,130010
1310900,東京都品川区,品川区,Shinagawa City,13,thành phố Shinagawa,品川区,130010
1311000,東京都目黒区,目黒区,Meguro City,13,thành phố Meguro,目黑区,130010
1311100,東京都大田区,大田区,Ota City,13,thành phố Ota,大田区,130010
1311200,東京都世田谷区,世田谷区,Setagaya City,13,thành phố Setagaya,世田谷区,130010
1311300,東京都渋谷区,渋谷区,Shibuya City,13,thành phố Shibuya,涩谷区,130010
1311400,東京都中野区,中野区,Nakano City,13,thành phố Nakano,中野区,130010
1311500,東京都杉並区,杉並区,Suginami City,13,thành phố Suginami,杉並区,130010
1311600,東京都豊島区,豊島区,Toshima City,13,thành phố Toshima,丰岛区,130010
1311700,東京都北区,北区,Kita City,13,thành phố Kita,北区,130010
1311800,東京都荒川区,荒川区,Arakawa City,13,thành phố Arakawa,荒川区,130010
1311900,東京都板橋区,板橋区,Itabashi City,13,thành phố Itabashi,板桥区,130010
1312000,東京都練馬区,練馬区,Nerima City,13,thành phố Nerima,练马区,130010
1312100,東京都足立区,足立区,Adachi City,13,thành phố Adachi,足立区,130010
1312200,東京都葛飾区,葛飾区,Katsushika City,13,thành phố Katsushika,葛饰区,130010
1312300,東京都江戸川区,江戸川区,Edogawa City,13,thành phố Edogawa,江户川区,130010
1320100,東京都八王子市,八王子市,Hachioji City,13,thành phố Hachioji,八王子市,130010
1320200,東京都立川市,立川市,Tachikawa City,13,thành phố Tachikawa,立川市,130010
1320300,東京都武蔵野市,武蔵野市,Musashino City,13,thành phố Musashino,武藏野市,130010
1320400,東京都三鷹市,三鷹市,Mitaka City,13,thành phố Mitaka,三鹰市,130010
1320500,東京都青梅市,青梅市,Ome City,13,thành phố Ome,青梅市,130010
1320600,東京都府中市,府中市,Fuchu City,13,thành phố Fuchu,府中市,130010
1320700,東京都昭島市,昭島市,Akishima City,13,thành phố Akishima,昭岛市,130010
1320800,東京都調布市,調布市,Chofu City,13,thành phố Chofu,调布市,130010
1320900,東京都町田市,町田市,Machida City,13,thành phố Machida,町田市,130010
1321000,東京都小金井市,小金井市,Koganei City,13,thành phố Koganei,小金井市,130010
1321100,東京都小平市,小平市,Kodaira City,13,thành phố Kodaira,小平市,130010
1321200,東京都日野市,日野市,Hino City,13,thành phố Hino,日野市,130010
1321300,東京都東村山市,東村山市,Higashimurayama City,13,thành phố Higashimurayama,东村山市,130010
1321400,東京都国分寺市,国分寺市,Kokubunji City,13,thành phố Kokubunji,国分寺市,130010
1321500,東京都国立市,国立市,Kunitachi City,13,thành phố Kunitachi,国立市,130010
1321800,東京都福生市,福生市,Fussa City,13,thành phố Fussa,福生市,130010
1321900,東京都狛江市,狛江市,Komae City,13,thành phố Komae,狛江市,130010
1322000,東京都東大和市,東大和市,Higashiyamato City,13,thành phố Higashiyamato,东大和市,130010
1322100,東京都清瀬市,清瀬市,Kiyose City,13,thành phố Kiyose,清濑市,130010
1322200,東京都東久留米市,東久留米市,Higashikurume City,13,thành phố Higashikurume,东久留米市,130010
1322300,東京都武蔵村山市,武蔵村山市,Musashimurayama City,13,thành phố Musashimurayama,武藏村山市,130010
1322400,東京都多摩市,多摩市,Tama City,13,thành phố Tama,多摩市,130010
1322500,東京都稲城市,稲城市,Inagi City,13,thành phố Inagi,稻城市,130010
1322700,東京都羽村市,羽村市,Hamura City,13,thành phố Hamura,羽村市,130010
1322800,東京都あきる野市,あきる野市,Akiruno City,13,thành phố Akiruno,秋留野市,130010
1322900,東京都西東京市,西東京市,Nishitokyo City,13,thành phố Nishitokyo,西东京市,130010
1330300,東京都瑞穂町,瑞穂町,Mizuho Town,13,thị trấn Mizuho,瑞穗町,130010
1330500,東京都日の出町,日の出町,Hinode Town,13,thị trấn Hinode,日之出町,130010
1330700,東京都檜原村,檜原村,Hinohara Village,13,làng Hinohara,桧原村,130010
1330800,東京都奥多摩町,奥多摩町,Okutama Town,13,thị trấn Okutama,奥多摩町,130010
1336100,東京都大島町,大島町,Oshima Town,13,thị trấn Oshima,大岛町,130020
1336200,東京都利島村,利島村,Toshima Village,13,làng Toshima,利岛村,130020
1336300,東京都新島村,新島村,Niijima Village,13,làng Niijima,新岛村,130020
1336400,東京都神津島村,神津島村,Kouzushima Village,13,làng Kouzushima,神津岛村,130020
1338100,東京都三宅村,三宅村,Miyake Village,13,làng Miyake,三宅村,130030
1338200,東京都御蔵島村,御蔵島村,Mikurashima Village,13,làng Mikurashima,御藏岛村,130030
1340100,東京都八丈町,八丈町,Hachijo Town,13,Nhánh Hachijo,八丈支庁,130030
1340200,東京都青ヶ島村,青ヶ島村,Aogashima Village,13,làng Aogashima,青岛村,130030
1342100,東京都小笠原村,小笠原村,Ogasawara Village,13,làng Ogasawara,小笠原村,130040
1410000,神奈川県横浜市,横浜市,Yokohama City,14,thành phố Yokohama,横滨市,140010
1413000,神奈川県川崎市,川崎市,Kawasaki City,14,thành phố Kawasaki,川崎市,140010
1415000,神奈川県相模原市,相模原市,Sagamihara City,14,thành phố Sagamihara,相模原市,140020
1420100,神奈川県横須賀市,横須賀市,Yokosuka City,14,thành phố Yokosuka,横须贺市,140010
1420300,神奈川県平塚市,平塚市,Hiratsuka City,14,thành phố Hiratsuka,平冢市,140010
1420400,神奈川県鎌倉市,鎌倉市,Kamakura City,14,thành phố Kamakura,镰仓市,140010
1420500,神奈川県藤沢市,藤沢市,Fujisawa City,14,thành phố Fujisawa,藤泽市,140010
1420600,神奈川県小田原市,小田原市,Odawara City,14,thành phố Odawara,小田原市,140020
1420700,神奈川県茅ヶ崎市,茅ヶ崎市,Chigasaki City,14,thành phố Chigasaki,茅崎市,140010
1420800,神奈川県逗子市,逗子市,Zushi City,14,thành phố Zushi,逗子市,140010
1421000,神奈川県三浦市,三浦市,Miura City,14,thành phố Miura,三浦市,140010
1421100,神奈川県秦野市,秦野市,Hadano City,14,thành phố Hadano,秦野市,140020
1421200,神奈川県厚木市,厚木市,Atsugi City,14,thành phố Atsugi,厚木市,140020
1421300,神奈川県大和市,大和市,Yamato City,14,thành phố Yamato,大和市,140010
1421400,神奈川県伊勢原市,伊勢原市,Isehara City,14,thành phố Isehara,伊势原市,140020
1421500,神奈川県海老名市,海老名市,Ebina City,14,thành phố Ebina,海老名市,140010
1421600,神奈川県座間市,座間市,Zama City,14,thành phố Zama,座间市,140010
1421700,神奈川県南足柄市,南足柄市,Minamiashigara City,14,thành phố Minamiashigara,南足柄市,140020
1421800,神奈川県綾瀬市,綾瀬市,Ayase City,14,thành phố Ayase,绫濑市,140010
1430100,神奈川県葉山町,葉山町,Hayama Town,14,thị trấn Hayama,叶山町,140010
1432100,神奈川県寒川町,寒川町,Samukawa Town,14,thị trấn Samukawa,寒川町,140010
1434100,神奈川県大磯町,大磯町,Oiso Town,14,thị trấn Oiso,大矶町,140010
1434200,神奈川県二宮町,二宮町,Ninomiya Town,14,thị trấn Ninomiya,二宫町,140010
1436100,神奈川県中井町,中井町,Nakai Town,14,thị trấn Nakai,中井町,140020
1436200,神奈川県大井町,大井町,Oi Town,14,thị trấn Oi,大井町,140020
1436300,神奈川県松田町,松田町,Matsuda Town,14,thị trấn Matsuda,松田町,140020
1436400,神奈川県山北町,山北町,Yamakita Town,14,thị trấn Yamakita,山北町,140020
1436600,神奈川県開成町,開成町,Kaisei Town,14,thị trấn Kaisei,开成町,140020
1438200,神奈川県箱根町,箱根町,Hakone Town,14,thị trấn Hakone,箱根町,140020
1438300,神奈川県真鶴町,真鶴町,Manazuru Town,14,thị trấn Manazuru,真鹤町,140020
1438400,神奈川県湯河原町,湯河原町,Yugawara Town,14,thị trấn Yugawara,汤河原町,140020
1440100,神奈川県愛川町,愛川町,Aikawa Town,14,thị trấn Aikawa,爱川町,140020
1440200,神奈川県清川村,清川村,Kiyokawa Village,14,làng Kiyokawa,清川村,140020
1510000,新潟県新潟市,新潟市,Niigata City,15,thành phố Niigata,新泻市,150010
1520200,新潟県長岡市,長岡市,Nagaoka City,15,thành phố Nagaoka,长冈市,150020
1520400,新潟県三条市,三条市,Sanjo City,15,thành phố Sanjo,三条市,150020
1520500,新潟県柏崎市,柏崎市,Kashiwazaki City,15,thành phố Kashiwazaki,柏崎市,150020
1520600,新潟県新発田市,新発田市,Shibata City,15,thành phố Shibata,新发田市,150010
1520800,新潟県小千谷市,小千谷市,Ojiya City,15,thành phố Ojiya,小千谷市,150020
1520900,新潟県加茂市,加茂市,Kamo City,15,thành phố Kamo,加茂市,150020
1521000,新潟県十日町市,十日町市,Tokamachi City,15,thành phố Tokamachi,十日町市,150020
1521100,新潟県見附市,見附市,Mitsuke City,15,thành phố Mitsuke,见附市,150020
1521200,新潟県村上市,村上市,Murakami City,15,thành phố Murakami,村上市,150010
1521300,新潟県燕市,燕市,Tsubame City,15,thành phố Tsubame,燕市,150010
1521600,新潟県糸魚川市,糸魚川市,Itoigawa City,15,thành phố Itoigawa,丝鱼川市,150030
1521700,新潟県妙高市,妙高市,Myoko City,15,thành phố Myoko,妙高市,150030
1521800,新潟県五泉市,五泉市,Gosen City,15,thành phố Gosen,五泉市,150010
1522200,新潟県上越市,上越市,Joetsu City,15,thành phố Joetsu,上越市,150030
1522300,新潟県阿賀野市,阿賀野市,Agano City,15,thành phố Agano,阿贺野市,150010
1522400,新潟県佐渡市,佐渡市,Sado City,15,thành phố Sado,佐渡市,150040
1522500,新潟県魚沼市,魚沼市,Uonuma City,15,thành phố Uonuma,鱼沼市,150020
1522600,新潟県南魚沼市,南魚沼市,Minamiuonuma City,15,thành phố Minamiuonuma,南鱼沼市,150020
1522700,新潟県胎内市,胎内市,Tainai City,15,thành phố Tainai,胎内市,150010
1530700,新潟県聖籠町,聖籠町,Seiro Town,15,thị trấn Seiro,圣笼町,150010
1534200,新潟県弥彦村,弥彦村,Yahiko Village,15,làng Yahiko,弥彦村,150010
1536100,新潟県田上町,田上町,Tagami Town,15,thị trấn Tagami,田上町,150020
1538500,新潟県阿賀町,阿賀町,Aga Town,15,thị trấn Aga,阿贺町,150010
1540500,新潟県出雲崎町,出雲崎町,Izumozaki Town,15,thị trấn Izumozaki,出云崎町,150020
1546100,新潟県湯沢町,湯沢町,Yuzawa Town,15,thị trấn Yuzawa,汤泽町,150020
1548200,新潟県津南町,津南町,Tsunan Town,15,thị trấn Tsunan,津南町,150020
1550400,新潟県刈羽村,刈羽村,Kariwa Village,15,làng Kariwa,刈羽村,150020
1558100,新潟県関川村,関川村,Sekikawa Village,15,làng Sekikawa,关川村,150010
1558600,新潟県粟島浦村,粟島浦村,Awashimaura Village,15,làng Awashimaura,粟岛浦村,150010
1620100,富山県富山市,富山市,Toyama City,16,thành phố Toyama,富山市,160010
1620200,富山県高岡市,高岡市,Takaoka City,16,thành phố Takaoka,高冈市,160020
1620400,富山県魚津市,魚津市,Uozu City,16,thành phố Uozu,鱼津市,160010
1620500,富山県氷見市,氷見市,Himi City,16,thành phố Himi,冰见市,160020
1620600,富山県滑川市,滑川市,Namerikawa City,16,thành phố Namerikawa,滑川市,160010
1620700,富山県黒部市,黒部市,Kurobe City,16,thành phố Kurobe,黑部市,160010
1620800,富山県砺波市,砺波市,Tonami City,16,thành phố Tonami,砺波市,160020
1620900,富山県小矢部市,小矢部市,Oyabe City,16,thành phố Oyabe,小矢部市,160020
1621000,富山県南砺市,南砺市,Nanto City,16,thành phố Nanto,南砺市,160020
1621100,富山県射水市,射水市,Imizu City,16,thành phố Imizu,射水市,160020
1632100,富山県舟橋村,舟橋村,Funahashi Village,16,làng Funahashi,舟桥村,160010
1632200,富山県上市町,上市町,Kamiichi Town,16,thị trấn Kamiichi,上市町,160010
1632300,富山県立山町,立山町,Tateyama Town,16,thị trấn Tateyama,立山町,160010
1634200,富山県入善町,入善町,Nyuzen Town,16,thị trấn Nyuzen,入善町,160010
1634300,富山県朝日町,朝日町,Asahi Town,16,thị trấn Asahi,朝日町,160010
1720100,石川県金沢市,金沢市,Kanazawa City,17,thành phố Kanazawa,金泽市,170010
1720200,石川県七尾市,七尾市,Nanao City,17,thành phố Nanao,七尾市,170020
1720300,石川県小松市,小松市,Komatsu City,17,thành phố Komatsu,小松市,170010
1720400,石川県輪島市,輪島市,Wajima City,17,thành phố Wajima,轮岛市,170020
1720500,石川県珠洲市,珠洲市,Suzu City,17,thành phố Suzu,珠洲市,170020
1720600,石川県加賀市,加賀市,Kaga City,17,thành phố Kaga,加贺市,170010
1720700,石川県羽咋市,羽咋市,Hakui City,17,thành phố Hakui,羽咋市,170020
1720900,石川県かほく市,かほく市,Kahoku City,17,thành phố Kahoku,河北市,170010
1721000,石川県白山市,白山市,Hakusan City,17,thành phố Hakusan,白山市,170010
1721100,石川県能美市,能美市,Nomi City,17,thành phố Nomi,能美市,170010
1721200,石川県野々市市,野々市市,Nonoichi City,17,thành phố Nonoichi,野野市市,170010
1732400,石川県川北町,川北町,Kawakita Town,17,thị trấn Kawakita,川北町,170010
1736100,石川県津幡町,津幡町,Tsubata Town,17,thị trấn Tsubata,津幡町,170010
1736500,石川県内灘町,内灘町,Uchinada Town,17,thị trấn Uchinada,内滩町,170010
1738400,石川県志賀町,志賀町,Shika Town,17,thị trấn Shika,志贺町,170020
1738600,石川県宝達志水町,宝達志水町,Hodatsushimizu Town,17,thị trấn Hodatsushimizu,宝达志水町,170020
1740700,石川県中能登町,中能登町,Nakanoto Town,17,thị trấn Nakanoto,中能登町,170020
1746100,石川県穴水町,穴水町,Anamizu Town,17,thị trấn Anamizu,穴水町,170020
1746300,石川県能登町,能登町,Noto Town,17,thị trấn Noto,能登町,170020
1820100,福井県福井市,福井市,Fukui City,18,thành phố Fukui,福井市,180010
1820200,福井県敦賀市,敦賀市,Tsuruga City,18,thành phố Tsuruga,敦贺市,180020
1820400,福井県小浜市,小浜市,Obama City,18,thành phố Obama,小滨市,180020
1820500,福井県大野市,大野市,Ono City,18,thành phố Ono,大野市,180010
1820600,福井県勝山市,勝山市,Katsuyama City,18,thành phố Katsuyama,胜山市,180010
1820700,福井県鯖江市,鯖江市,Sabae City,18,thành phố Sabae,鲭江市,180010
1820800,福井県あわら市,あわら市,Awara City,18,thành phố Awara,芦原市,180010
1820900,福井県越前市,越前市,Echizen City,18,thành phố Echizen,越前市,180010
1821000,福井県坂井市,坂井市,Sakai City,18,thành phố Sakai,坂井市,180010
1832200,福井県永平寺町,永平寺町,Eiheiji Town,18,thị trấn Eiheiji,永平寺町,180010
1838200,福井県池田町,池田町,Ikeda Town,18,thị trấn Ikeda,池田町,180010
1840400,福井県南越前町,南越前町,Minamiechizen Town,18,thị trấn Minamiechizen,南越前町,180010
1842300,福井県越前町,越前町,Echizen Town,18,thị trấn Echizen,越前町,180010
1844200,福井県美浜町,美浜町,Mihama Town,18,thị trấn Mihama,美滨町,180020
1848100,福井県高浜町,高浜町,Takahama Town,18,thị trấn Takahama,高滨町,180020
1848300,福井県おおい町,おおい町,Ohi Town,18,thị trấn Ohi,大饭町,180020
1850100,福井県若狭町,若狭町,Wakasa Town,18,thị trấn Wakasa,若狭町,180020
1920100,山梨県甲府市,甲府市,Kofu City,19,thành phố Kofu,甲府市,190010
1920200,山梨県富士吉田市,富士吉田市,Fujiyoshida City,19,thành phố Fujiyoshida,富士吉田市,190020
1920400,山梨県都留市,都留市,Tsuru City,19,thành phố Tsuru,都留市,190020
1920500,山梨県山梨市,山梨市,Yamanashi City,19,thành phố Yamanashi,山梨市,190010
1920600,山梨県大月市,大月市,Otsuki City,19,thành phố Otsuki,大月市,190020
1920700,山梨県韮崎市,韮崎市,Nirasaki City,19,thành phố Nirasaki,韭崎市,190010
1920800,山梨県南アルプス市,南アルプス市,Minamialps City,19,thành phố Minamialps,南阿尔卑斯市,190010
1920900,山梨県北杜市,北杜市,Hokuto City,19,thành phố Hokuto,北杜市,190010
1921000,山梨県甲斐市,甲斐市,Kai City,19,thành phố Kai,甲斐市,190010
1921100,山梨県笛吹市,笛吹市,Fuefuki City,19,thành phố Fuefuki,笛吹市,190010
1921200,山梨県上野原市,上野原市,Uenohara City,19,thành phố Uenohara,上野原市,190020
1921300,山梨県甲州市,甲州市,Koshu City,19,thành phố Koshu,甲州市,190010
1921400,山梨県中央市,中央市,Chuo City,19,thành phố Chuo,中央市,190010
1934600,山梨県市川三郷町,市川三郷町,Ichikawamisato Town,19,thị trấn Ichikawamisato,市川三乡町,190010
1936400,山梨県早川町,早川町,Hayakawa Town,19,thị trấn Hayakawa,早川町,190010
1936500,山梨県身延町,身延町,Minobu Town,19,thị trấn Minobu,身延町,190010
1936600,山梨県南部町,南部町,Nambu Town,19,thị trấn Nambu,南部町,190010
1936800,山梨県富士川町,富士川町,Fujikawa Town,19,thị trấn Fujikawa,富士川町,190010
1938400,山梨県昭和町,昭和町,Showa Town,19,thị trấn Showa,昭和町,190010
1942200,山梨県道志村,道志村,Doshi Village,19,làng Doshi,道志村,190020
1942300,山梨県西桂町,西桂町,Nishikatsura Town,19,thị trấn Nishikatsura,西桂町,190020
1942400,山梨県忍野村,忍野村,Oshino Village,19,làng Oshino,忍野村,190020
1942500,山梨県山中湖村,山中湖村,Yamanakako Village,19,làng Yamanakako,山中湖村,190020
1942900,山梨県鳴沢村,鳴沢村,Narusawa Village,19,làng Narusawa,鸣泽村,190020
1943000,山梨県富士河口湖町,富士河口湖町,Fujikawaguchiko Town,19,thị trấn Fujikawaguchiko,富士河口湖町,190020
1944200,山梨県小菅村,小菅村,Kosuge Village,19,làng Kosuge,小菅村,190020
1944300,山梨県丹波山村,丹波山村,Tabayama Village,19,làng Tabayama,丹波山村,190020
2020100,長野県長野市,長野市,Nagano City,20,thành phố Nagano,长野市,200010
2020111,長野県長野市のうち鬼無里戸隠の区域を除く区域,長野,"Nagano, Nagano City",20,"Nagano, thành phố Nagano",长野,
2020112,長野県長野市のうち鬼無里支所及び戸隠支所管内,鬼無里戸隠,"Kinasatogakushi, Nagano City",20,"Kinasatogakushi, thành phố Nagano",鬼无里戸隐,
2020200,長野県松本市,松本市,Matsumoto City,20,thành phố Matsumoto,松本市,200020
2020201,気象庁予報警報規程別表第四の二に示す「松本」の区域,松本,"Matsumoto, Matsumoto City",20,"Matsumoto, thành phố Matsumoto",松本,
2020202,気象庁予報警報規程別表第四の二に示す「乗鞍上高地」の区域,乗鞍上高地,"Norikura-Kamikochi, Matsumoto City",20,"Norikura-Kamikochi, thành phố Matsumoto",乗鞍上高地,200020
2020300,長野県上田市,上田市,Ueda City,20,thành phố Ueda,上田市,200020
2020400,長野県岡谷市,岡谷市,Okaya City,20,thành phố Okaya,冈谷市,200020
2020500,長野県飯田市,飯田市,Iida City,20,thành phố Iida,饭田市,200030
2020600,長野県諏訪市,諏訪市,Suwa City,20,thành phố Suwa,诹访市,200020
2020700,長野県須坂市,須坂市,Suzaka City,20,thành phố Suzaka,须坂市,200010
2020800,長野県小諸市,小諸市,Komoro City,20,thành phố Komoro,小诸市,200020
2020900,長野県伊那市,伊那市,Ina City,20,thành phố Ina,伊那市,200030
2021000,長野県駒ヶ根市,駒ヶ根市,Komagane City,20,thành phố Komagane,驹根市,200030
2021100,長野県中野市,中野市,Nakano City,20,thành phố Nakano,中野市,200010
2021200,長野県大町市,大町市,Omachi City,20,thành phố Omachi,大町市,200010
2021300,長野県飯山市,飯山市,Iiyama City,20,thành phố Iiyama,饭山市,200010
2021400,長野県茅野市,茅野市,Chino City,20,thành phố Chino,茅野市,200020
2021500,長野県塩尻市,塩尻市,Shiojiri City,20,thành phố Shiojiri,盐尻市,200020
2021700,長野県佐久市,佐久市,Saku City,20,thành phố Saku,佐久市,200020
2021800,長野県千曲市,千曲市,Chikuma City,20,thành phố Chikuma,千曲市,200010
2021900,長野県東御市,東御市,Tomi City,20,thành phố Tomi,东御市,200020
2022000,長野県安曇野市,安曇野市,Azumino City,20,thành phố Azumino,安昙野市,200020
2030300,長野県小海町,小海町,Koumi Town,20,thị trấn Koumi,小海町,200020
2030400,長野県川上村,川上村,Kawakami Village,20,làng Kawakami,川上村,200020
2030500,長野県南牧村,南牧村,Minamimaki Village,20,làng Nammoku,南牧村,200020
2030600,長野県南相木村,南相木村,Minamiaiki Village,20,làng Minamiaiki,南相木村,200020
2030700,長野県北相木村,北相木村,Kitaaiki Village,20,làng Kitaaiki,北相木村,200020
2030900,長野県佐久穂町,佐久穂町,Sakuho Town,20,thị trấn Sakuho,佐久穗町,200020
2032100,長野県軽井沢町,軽井沢町,Karuizawa Town,20,thị trấn Karuizawa,轻井泽町,200020
2032300,長野県御代田町,御代田町,Miyota Town,20,thị trấn Miyota,御代田町,200020
2032400,長野県立科町,立科町,Tateshina Town,20,thị trấn Tateshina,立科町,200020
2034900,長野県青木村,青木村,Aoki Village,20,làng Aoki,青木村,200020
2035000,長野県長和町,長和町,Nagawa Town,20,thị trấn Nagawa,长和町,200020
2036100,長野県下諏訪町,下諏訪町,Shimosuwa Town,20,thị trấn Shimosuwa,下诹访町,200020
2036200,長野県富士見町,富士見町,Fujimi Town,20,thị trấn Fujimi,富士见町,200020
2036300,長野県原村,原村,Hara Village,20,làng Hara,原村,200020
2038200,長野県辰野町,辰野町,Tatsuno Town,20,thị trấn Tatsuno,辰野町,200030
2038300,長野県箕輪町,箕輪町,Minowa Town,20,thị trấn Minowa,箕轮町,200030
2038400,長野県飯島町,飯島町,Iijima Town,20,thị trấn Iijima,饭岛町,200030
2038500,長野県南箕輪村,南箕輪村,Minamiminowa Village,20,làng Minamiminowa,南箕轮町,200030
2038600,長野県中川村,中川村,Nakagawa Village,20,làng Nakagawa,中川村,200030
2038800,長野県宮田村,宮田村,Miyada Village,20,làng Miyada,宫田村,200030
2040200,長野県松川町,松川町,Matsukawa Town,20,thị trấn Matsukawa,松川町,200030
2040300,長野県高森町,高森町,Takamori Town,20,thị trấn Takamori,高森町,200030
2040400,長野県阿南町,阿南町,Anan Town,20,thị trấn Anan,阿南町,200030
2040700,長野県阿智村,阿智村,Achi Village,20,làng Achi,阿智村,200030
2040900,長野県平谷村,平谷村,Hiraya Village,20,làng Hiraya,平谷村,200030
2041000,長野県根羽村,根羽村,Neba Village,20,làng Neba,根羽村,200030
2041100,長野県下條村,下條村,Shimojo Village,20,làng Shimojo,下条村,200030
2041200,長野県売木村,売木村,Urugi Village,20,làng Urugi,卖木村,200030
2041300,長野県天龍村,天龍村,Tenryu Village,20,làng Tenryu,天龙村,200030
2041400,長野県泰阜村,泰阜村,Yasuoka Village,20,làng Yasuoka,泰阜村,200030
2041500,長野県喬木村,喬木村,Takagi Village,20,làng Takagi,乔木村,200030
2041600,長野県豊丘村,豊丘村,Toyooka Village,20,làng Toyooka,丰丘村,200030
2041700,長野県大鹿村,大鹿村,Oshika Village,20,làng Oshika,大鹿村,200030
2042200,長野県上松町,上松町,Agematsu Town,20,thị trấn Agematsu,上松町,200030
2042300,長野県南木曽町,南木曽町,Nagiso Town,20,thị trấn Nagiso,南木曾町,200030
2042500,長野県木祖村,木祖村,Kiso Village,20,làng Kiso,木祖村,200030
2042900,長野県王滝村,王滝村,Otaki Village,20,làng Otaki,王泷村,200030
2043000,長野県大桑村,大桑村,Okuwa Village,20,làng Okuwa,大桑村,200030
2043200,長野県木曽町,木曽町,Kiso Town,20,thị trấn Kiso,木曾町,200030
2044600,長野県麻績村,麻績村,Omi Village,20,làng Omi,麻绩村,200020
2044800,長野県生坂村,生坂村,Ikusaka Village,20,làng Ikusaka,生坂村,200020
